timestamp,distancia_cm,tipo_obstaculo,nome_obstaculo,id_cenario,duracao
14,189.69346345629373,1,Pessoa em Movimento,1,100
15,192.18209039948923,1,Pessoa em Movimento,1,100
16,191.378547400472,1,Pessoa em Movimento,1,100
17,182.7841853024534,1,Pessoa em Movimento,1,100
18,184.3542836782684,1,Pessoa em Movimento,1,100
19,185.43238624812412,1,Pessoa em Movimento,1,100
20,181.66684343950948,1,Pessoa em Movimento,1,100
21,182.18963380955034,1,Pessoa em Movimento,1,100
22,182.46707506749544,1,Pessoa em Movimento,1,100
23,184.75983007128002,1,Pessoa em Movimento,1,100
24,181.08191149835795,1,Pessoa em Movimento,1,100
25,180.82212012829513,1,Pessoa em Movimento,1,100
26,180.62862400775245,1,Pessoa em Movimento,1,100
27,179.90628379253292,1,Pessoa em Movimento,1,100
28,178.09103520378326,1,Pessoa em Movimento,1,100
29,174.8561920174491,1,Pessoa em Movimento,1,100
30,178.04524162066585,1,Pessoa em Movimento,1,100
31,176.54440480472942,1,Pessoa em Movimento,1,100
32,172.70345114808777,1,Pessoa em Movimento,1,100
33,172.74788248444042,1,Pessoa em Movimento,1,100
34,175.10303870815233,1,Pessoa em Movimento,1,100
35,173.75451160805395,1,Pessoa em Movimento,1,100
36,170.31847922767977,1,Pessoa em Movimento,1,100
37,170.43473754228484,1,Pessoa em Movimento,1,100
38,169.9032104882137,1,Pessoa em Movimento,1,100
39,170.63967236594414,1,Pessoa em Movimento,1,100
40,171.1190760798325,1,Pessoa em Movimento,1,100
41,167.96802286481397,1,Pessoa em Movimento,1,100
42,169.3906697095356,1,Pessoa em Movimento,1,100
43,168.014418220848,1,Pessoa em Movimento,1,100
44,165.8946144177213,1,Pessoa em Movimento,1,100
45,161.81187731335427,1,Pessoa em Movimento,1,100
46,161.8589521556086,1,Pessoa em Movimento,1,100
47,164.61238502091484,1,Pessoa em Movimento,1,100
48,158.92437446081317,1,Pessoa em Movimento,1,100
49,161.798920468694,1,Pessoa em Movimento,1,100
50,162.77746456746507,1,Pessoa em Movimento,1,100
51,160.2968649434982,1,Pessoa em Movimento,1,100
52,158.00475859487503,1,Pessoa em Movimento,1,100
53,156.72985423932772,1,Pessoa em Movimento,1,100
54,159.27091826585885,1,Pessoa em Movimento,1,100
55,157.79755727018892,1,Pessoa em Movimento,1,100
56,155.4986939522011,1,Pessoa em Movimento,1,100
57,157.41578735890448,1,Pessoa em Movimento,1,100
58,156.2087278612412,1,Pessoa em Movimento,1,100
59,157.29344986994116,1,Pessoa em Movimento,1,100
60,154.0655801639032,1,Pessoa em Movimento,1,100
61,151.81832102104403,1,Pessoa em Movimento,1,100
62,151.0768698869916,1,Pessoa em Movimento,1,100
63,146.70924123244336,1,Pessoa em Movimento,1,100
64,150.09522957745088,1,Pessoa em Movimento,1,100
65,148.97801147781823,1,Pessoa em Movimento,1,100
66,145.56482309353237,1,Pessoa em Movimento,1,100
67,147.38992584045852,1,Pessoa em Movimento,1,100
68,149.34236738323312,1,Pessoa em Movimento,1,100
69,144.40246552578333,1,Pessoa em Movimento,1,100
70,143.1673014284894,1,Pessoa em Movimento,1,100
71,146.51247699665632,1,Pessoa em Movimento,1,100
72,144.7866310193234,1,Pessoa em Movimento,1,100
73,148.85587072259017,1,Pessoa em Movimento,1,100
74,139.31206983935624,1,Pessoa em Movimento,1,100
75,142.60551451198768,1,Pessoa em Movimento,1,100
76,141.01205170925476,1,Pessoa em Movimento,1,100
77,139.71436233009533,1,Pessoa em Movimento,1,100
78,140.6323540660171,1,Pessoa em Movimento,1,100
79,137.96740878069176,1,Pessoa em Movimento,1,100
80,133.36963694313616,1,Pessoa em Movimento,1,100
81,134.76320417391892,1,Pessoa em Movimento,1,100
82,138.40231599182366,1,Pessoa em Movimento,1,100
83,137.23303677183063,1,Pessoa em Movimento,1,100
84,133.35827045195992,1,Pessoa em Movimento,1,100
85,134.3272328265891,1,Pessoa em Movimento,1,100
86,138.10344465831795,1,Pessoa em Movimento,1,100
87,131.6887248360434,1,Pessoa em Movimento,1,100
88,130.94346165985192,1,Pessoa em Movimento,1,100
89,130.56335557668376,1,Pessoa em Movimento,1,100
90,130.61163945263078,1,Pessoa em Movimento,1,100
91,127.91541553498686,1,Pessoa em Movimento,1,100
92,129.04100649376934,1,Pessoa em Movimento,1,100
93,123.1558184471108,1,Pessoa em Movimento,1,100
94,126.9326050292213,1,Pessoa em Movimento,1,100
95,125.57659699051797,1,Pessoa em Movimento,1,100
96,124.2559532819184,1,Pessoa em Movimento,1,100
97,122.95588240596432,1,Pessoa em Movimento,1,100
98,121.90318021803525,1,Pessoa em Movimento,1,100
99,120.71041464292286,1,Pessoa em Movimento,1,100
0,217.4202184807279,1,Pessoa em Movimento,2,100
1,215.32055194045105,1,Pessoa em Movimento,2,100
2,215.53133827189978,1,Pessoa em Movimento,2,100
3,216.93265753665307,1,Pessoa em Movimento,2,100
4,213.00428423528575,1,Pessoa em Movimento,2,100
5,210.06009720396364,1,Pessoa em Movimento,2,100
6,212.928412201818,1,Pessoa em Movimento,2,100
7,210.05188110040137,1,Pessoa em Movimento,2,100
8,210.8296478941119,1,Pessoa em Movimento,2,100
9,210.35274486433536,1,Pessoa em Movimento,2,100
10,205.43792578063517,1,Pessoa em Movimento,2,100
11,209.25554537918148,1,Pessoa em Movimento,2,100
12,207.43737428809962,1,Pessoa em Movimento,2,100
13,203.5549158205663,1,Pessoa em Movimento,2,100
14,204.50721700262594,1,Pessoa em Movimento,2,100
15,203.54832794219334,1,Pessoa em Movimento,2,100
16,202.21737078651367,1,Pessoa em Movimento,2,100
17,203.04892933255564,1,Pessoa em Movimento,2,100
18,203.31540820894676,1,Pessoa em Movimento,2,100
19,199.59090249510987,1,Pessoa em Movimento,2,100
20,201.37364660292164,1,Pessoa em Movimento,2,100
21,199.82388336533458,1,Pessoa em Movimento,2,100
22,197.44766465802806,1,Pessoa em Movimento,2,100
23,196.47102838312875,1,Pessoa em Movimento,2,100
24,192.94912999305294,1,Pessoa em Movimento,2,100
25,191.3883181473075,1,Pessoa em Movimento,2,100
26,193.8554947272894,1,Pessoa em Movimento,2,100
27,190.94918549276085,1,Pessoa em Movimento,2,100
28,191.7173652416892,1,Pessoa em Movimento,2,100
29,189.8629062394172,1,Pessoa em Movimento,2,100
30,186.49083291050522,1,Pessoa em Movimento,2,100
31,189.91802920168834,1,Pessoa em Movimento,2,100
32,187.5099507043842,1,Pessoa em Movimento,2,100
33,187.63500593759449,1,Pessoa em Movimento,2,100
34,184.82396216260327,1,Pessoa em Movimento,2,100
35,185.07616241242113,1,Pessoa em Movimento,2,100
36,188.00215138682523,1,Pessoa em Movimento,2,100
37,184.2740873020505,1,Pessoa em Movimento,2,100
38,184.25173218938255,1,Pessoa em Movimento,2,100
39,179.746430082854,1,Pessoa em Movimento,2,100
40,186.2018398087399,1,Pessoa em Movimento,2,100
41,184.2461896079449,1,Pessoa em Movimento,2,100
42,182.42182727055612,1,Pessoa em Movimento,2,100
43,180.48808244121133,1,Pessoa em Movimento,2,100
44,177.9964312398702,1,Pessoa em Movimento,2,100
45,177.98588691443277,1,Pessoa em Movimento,2,100
46,178.33337256603812,1,Pessoa em Movimento,2,100
47,174.11578778044566,1,Pessoa em Movimento,2,100
48,173.61952398430756,1,Pessoa em Movimento,2,100
49,170.30585095191378,1,Pessoa em Movimento,2,100
50,171.23607171193018,1,Pessoa em Movimento,2,100
51,175.23790752600888,1,Pessoa em Movimento,2,100
52,170.3824040798407,1,Pessoa em Movimento,2,100
53,169.55079864646916,1,Pessoa em Movimento,2,100
54,169.95762072171343,1,Pessoa em Movimento,2,100
55,165.23322623983904,1,Pessoa em Movimento,2,100
56,169.4840384317121,1,Pessoa em Movimento,2,100
57,169.26168295963157,1,Pessoa em Movimento,2,100
58,166.61905597715554,1,Pessoa em Movimento,2,100
59,168.30275961654255,1,Pessoa em Movimento,2,100
60,161.48198830866065,1,Pessoa em Movimento,2,100
61,166.958677633785,1,Pessoa em Movimento,2,100
62,160.94535742917088,1,Pessoa em Movimento,2,100
63,158.9825949664528,1,Pessoa em Movimento,2,100
64,160.2032447079146,1,Pessoa em Movimento,2,100
65,163.5576341886214,1,Pessoa em Movimento,2,100
66,158.9103327432266,1,Pessoa em Movimento,2,100
67,156.21962790925238,1,Pessoa em Movimento,2,100
68,154.6305204707637,1,Pessoa em Movimento,2,100
69,156.14576260757948,1,Pessoa em Movimento,2,100
70,151.50167067130587,1,Pessoa em Movimento,2,100
71,152.02680232858316,1,Pessoa em Movimento,2,100
72,156.84891751283712,1,Pessoa em Movimento,2,100
73,155.54490402077028,1,Pessoa em Movimento,2,100
74,151.77714631073727,1,Pessoa em Movimento,2,100
75,150.23823525865646,1,Pessoa em Movimento,2,100
76,150.4221768031281,1,Pessoa em Movimento,2,100
77,154.13674705276395,1,Pessoa em Movimento,2,100
78,149.38629841075323,1,Pessoa em Movimento,2,100
79,149.53141794048068,1,Pessoa em Movimento,2,100
80,146.44262073624682,1,Pessoa em Movimento,2,100
81,146.10492319949313,1,Pessoa em Movimento,2,100
82,146.41304957618175,1,Pessoa em Movimento,2,100
83,144.5065080356046,1,Pessoa em Movimento,2,100
84,139.59515861232813,1,Pessoa em Movimento,2,100
85,145.0865882980092,1,Pessoa em Movimento,2,100
86,140.43083361646052,1,Pessoa em Movimento,2,100
87,145.01933045258454,1,Pessoa em Movimento,2,100
88,141.30598639223285,1,Pessoa em Movimento,2,100
89,139.20982839532928,1,Pessoa em Movimento,2,100
90,139.08213204160552,1,Pessoa em Movimento,2,100
91,137.12207618162049,1,Pessoa em Movimento,2,100
92,135.5018006239917,1,Pessoa em Movimento,2,100
93,136.02545687601673,1,Pessoa em Movimento,2,100
94,136.51583548516749,1,Pessoa em Movimento,2,100
95,132.95238925085312,1,Pessoa em Movimento,2,100
96,131.77256861567935,1,Pessoa em Movimento,2,100
97,131.44165986100805,1,Pessoa em Movimento,2,100
98,133.19225352788305,1,Pessoa em Movimento,2,100
99,133.32892603246327,1,Pessoa em Movimento,2,100
0,178.89729734810402,1,Pessoa em Movimento,3,100
1,176.87388569400488,1,Pessoa em Movimento,3,100
2,171.6291760137152,1,Pessoa em Movimento,3,100
3,177.8731798612515,1,Pessoa em Movimento,3,100
4,177.86624404099308,1,Pessoa em Movimento,3,100
5,176.53277937144043,1,Pessoa em Movimento,3,100
6,170.9576039365041,1,Pessoa em Movimento,3,100
7,171.9850423636852,1,Pessoa em Movimento,3,100
8,171.23507455859746,1,Pessoa em Movimento,3,100
9,166.22723630039582,1,Pessoa em Movimento,3,100
10,168.67447562440427,1,Pessoa em Movimento,3,100
11,169.4869227229807,1,Pessoa em Movimento,3,100
12,167.90514520673761,1,Pessoa em Movimento,3,100
13,163.18521017193854,1,Pessoa em Movimento,3,100
14,162.71365661563613,1,Pessoa em Movimento,3,100
15,165.05142389895605,1,Pessoa em Movimento,3,100
16,163.7672898562137,1,Pessoa em Movimento,3,100
17,157.02461668375355,1,Pessoa em Movimento,3,100
18,155.65109681258252,1,Pessoa em Movimento,3,100
19,159.44256804276674,1,Pessoa em Movimento,3,100
20,157.447675513436,1,Pessoa em Movimento,3,100
21,157.06172784182345,1,Pessoa em Movimento,3,100
22,155.86709816817174,1,Pessoa em Movimento,3,100
23,157.68907549995805,1,Pessoa em Movimento,3,100
24,154.9595136410571,1,Pessoa em Movimento,3,100
25,154.31899856183918,1,Pessoa em Movimento,3,100
26,150.13044994183346,1,Pessoa em Movimento,3,100
27,145.11823360326733,1,Pessoa em Movimento,3,100
28,153.1248572809175,1,Pessoa em Movimento,3,100
29,154.19553315510277,1,Pessoa em Movimento,3,100
30,148.2552941037542,1,Pessoa em Movimento,3,100
31,148.47044998479993,1,Pessoa em Movimento,3,100
32,147.65220659564565,1,Pessoa em Movimento,3,100
33,149.3851055235735,1,Pessoa em Movimento,3,100
34,146.84383667413186,1,Pessoa em Movimento,3,100
35,145.08934561336986,1,Pessoa em Movimento,3,100
36,143.23971052214654,1,Pessoa em Movimento,3,100
37,142.28038111257732,1,Pessoa em Movimento,3,100
38,138.31234113767218,1,Pessoa em Movimento,3,100
39,139.45563833989064,1,Pessoa em Movimento,3,100
40,141.02636638587944,1,Pessoa em Movimento,3,100
41,137.81790515633318,1,Pessoa em Movimento,3,100
42,137.40536169129987,1,Pessoa em Movimento,3,100
43,133.9957546816641,1,Pessoa em Movimento,3,100
44,136.27037250154552,1,Pessoa em Movimento,3,100
45,131.4871944482518,1,Pessoa em Movimento,3,100
46,134.02182244473804,1,Pessoa em Movimento,3,100
47,132.09895597030666,1,Pessoa em Movimento,3,100
48,128.0181844499213,1,Pessoa em Movimento,3,100
49,132.67505990976707,1,Pessoa em Movimento,3,100
50,129.2397225400999,1,Pessoa em Movimento,3,100
51,132.3203582366047,1,Pessoa em Movimento,3,100
52,130.5866554193518,1,Pessoa em Movimento,3,100
53,124.90256457055389,1,Pessoa em Movimento,3,100
54,124.10940935507676,1,Pessoa em Movimento,3,100
55,122.38024466482754,1,Pessoa em Movimento,3,100
56,120.58262019821628,1,Pessoa em Movimento,3,100
57,121.94254214650748,1,Pessoa em Movimento,3,100
58,124.7057399771215,1,Pessoa em Movimento,3,100
59,117.01977987987146,1,Pessoa em Movimento,3,100
60,121.58483261556039,1,Pessoa em Movimento,3,100
61,120.44897165038155,1,Pessoa em Movimento,3,100
62,119.05302739155931,1,Pessoa em Movimento,3,100
63,118.44133759394127,1,Pessoa em Movimento,3,100
64,113.79789634869881,1,Pessoa em Movimento,3,100
65,116.5608326697288,1,Pessoa em Movimento,3,100
66,112.97052168539197,1,Pessoa em Movimento,3,100
67,108.18200038565753,1,Pessoa em Movimento,3,100
68,112.24656206666789,1,Pessoa em Movimento,3,100
69,109.47486976767819,1,Pessoa em Movimento,3,100
70,112.91206756050164,1,Pessoa em Movimento,3,100
71,108.65309032284486,1,Pessoa em Movimento,3,100
72,108.34834809636841,1,Pessoa em Movimento,3,100
73,108.06684063014683,1,Pessoa em Movimento,3,100
74,105.7850292634315,1,Pessoa em Movimento,3,100
75,105.14349736567877,1,Pessoa em Movimento,3,100
76,106.06967670743998,1,Pessoa em Movimento,3,100
77,101.28123476673987,1,Pessoa em Movimento,3,100
78,101.04159989950512,1,Pessoa em Movimento,3,100
79,99.5423537366989,1,Pessoa em Movimento,3,100
80,103.38143425234047,1,Pessoa em Movimento,3,100
81,98.13587401456621,1,Pessoa em Movimento,3,100
82,98.28405651248823,1,Pessoa em Movimento,3,100
83,96.40076272876374,1,Pessoa em Movimento,3,100
84,96.01696524605386,1,Pessoa em Movimento,3,100
85,94.18981128099037,1,Pessoa em Movimento,3,100
86,95.62146790256669,1,Pessoa em Movimento,3,100
87,91.64566803006518,1,Pessoa em Movimento,3,100
88,90.0538162881455,1,Pessoa em Movimento,3,100
89,90.67322572044048,1,Pessoa em Movimento,3,100
90,89.22494508458345,1,Pessoa em Movimento,3,100
91,87.1770749343703,1,Pessoa em Movimento,3,100
92,88.23736804532116,1,Pessoa em Movimento,3,100
93,84.59522786355541,1,Pessoa em Movimento,3,100
94,90.40230702087712,1,Pessoa em Movimento,3,100
95,82.99295809851773,1,Pessoa em Movimento,3,100
96,83.71691089008813,1,Pessoa em Movimento,3,100
97,83.23374903633632,1,Pessoa em Movimento,3,100
98,86.44157794058191,1,Pessoa em Movimento,3,100
99,78.64292645186282,1,Pessoa em Movimento,3,100
0,176.35888024144256,1,Pessoa em Movimento,4,100
1,172.3962431248231,1,Pessoa em Movimento,4,100
2,169.24291979988323,1,Pessoa em Movimento,4,100
3,174.71152803542833,1,Pessoa em Movimento,4,100
4,171.10929802562472,1,Pessoa em Movimento,4,100
5,173.1486047691094,1,Pessoa em Movimento,4,100
6,166.81871125660624,1,Pessoa em Movimento,4,100
7,168.1434109573199,1,Pessoa em Movimento,4,100
8,168.68724283169632,1,Pessoa em Movimento,4,100
9,168.10531104882193,1,Pessoa em Movimento,4,100
10,166.44581334736645,1,Pessoa em Movimento,4,100
11,167.92623858405244,1,Pessoa em Movimento,4,100
12,163.87989228962473,1,Pessoa em Movimento,4,100
13,165.06496860737985,1,Pessoa em Movimento,4,100
14,164.92491326987872,1,Pessoa em Movimento,4,100
15,165.04779410360493,1,Pessoa em Movimento,4,100
16,164.77674062069772,1,Pessoa em Movimento,4,100
17,160.43882110987667,1,Pessoa em Movimento,4,100
18,158.95447138111368,1,Pessoa em Movimento,4,100
19,163.91264779541441,1,Pessoa em Movimento,4,100
20,161.35651660460908,1,Pessoa em Movimento,4,100
21,158.5295099365693,1,Pessoa em Movimento,4,100
22,162.46338138975995,1,Pessoa em Movimento,4,100
23,158.9270211363331,1,Pessoa em Movimento,4,100
24,160.38886066490753,1,Pessoa em Movimento,4,100
25,157.4998976886326,1,Pessoa em Movimento,4,100
26,160.82095100460884,1,Pessoa em Movimento,4,100
27,159.54473126876377,1,Pessoa em Movimento,4,100
28,154.87071571595172,1,Pessoa em Movimento,4,100
29,156.64638034385106,1,Pessoa em Movimento,4,100
30,155.32858477014514,1,Pessoa em Movimento,4,100
31,156.10969041507207,1,Pessoa em Movimento,4,100
32,150.77717480787962,1,Pessoa em Movimento,4,100
33,153.41371907806922,1,Pessoa em Movimento,4,100
34,153.493059560804,1,Pessoa em Movimento,4,100
35,147.1933260432911,1,Pessoa em Movimento,4,100
36,147.6788824198383,1,Pessoa em Movimento,4,100
37,145.30152951868212,1,Pessoa em Movimento,4,100
38,148.17577463434571,1,Pessoa em Movimento,4,100
39,149.48426724385922,1,Pessoa em Movimento,4,100
40,150.38849126549187,1,Pessoa em Movimento,4,100
41,146.86656115117185,1,Pessoa em Movimento,4,100
42,149.31019711050737,1,Pessoa em Movimento,4,100
43,142.6273575319675,1,Pessoa em Movimento,4,100
44,141.31538999871947,1,Pessoa em Movimento,4,100
45,143.94565390866904,1,Pessoa em Movimento,4,100
46,144.1594746333734,1,Pessoa em Movimento,4,100
47,142.6605486683391,1,Pessoa em Movimento,4,100
48,137.92564839348,1,Pessoa em Movimento,4,100
49,141.21688694356666,1,Pessoa em Movimento,4,100
50,138.12078245061505,1,Pessoa em Movimento,4,100
51,141.40366097831733,1,Pessoa em Movimento,4,100
52,140.13210680188342,1,Pessoa em Movimento,4,100
53,136.85374516606754,1,Pessoa em Movimento,4,100
54,137.04036533308133,1,Pessoa em Movimento,4,100
55,135.28426655300933,1,Pessoa em Movimento,4,100
56,136.6119298312734,1,Pessoa em Movimento,4,100
57,137.9821670958547,1,Pessoa em Movimento,4,100
58,133.43502479121364,1,Pessoa em Movimento,4,100
59,135.74916434395288,1,Pessoa em Movimento,4,100
60,133.01515050520482,1,Pessoa em Movimento,4,100
61,131.82451450645752,1,Pessoa em Movimento,4,100
62,132.53079388010556,1,Pessoa em Movimento,4,100
63,130.00896438420844,1,Pessoa em Movimento,4,100
64,130.30674484738532,1,Pessoa em Movimento,4,100
65,128.35288210193448,1,Pessoa em Movimento,4,100
66,134.01268258197746,1,Pessoa em Movimento,4,100
67,129.4883538491206,1,Pessoa em Movimento,4,100
68,127.35297015822451,1,Pessoa em Movimento,4,100
69,128.5149754247106,1,Pessoa em Movimento,4,100
70,127.196953932893,1,Pessoa em Movimento,4,100
71,126.31426526224072,1,Pessoa em Movimento,4,100
72,127.3191322904265,1,Pessoa em Movimento,4,100
73,126.94040873946676,1,Pessoa em Movimento,4,100
74,123.69898545318358,1,Pessoa em Movimento,4,100
75,122.94294569614777,1,Pessoa em Movimento,4,100
76,122.87907321216635,1,Pessoa em Movimento,4,100
77,118.15992870603095,1,Pessoa em Movimento,4,100
78,119.06798334013752,1,Pessoa em Movimento,4,100
79,124.16670842845616,1,Pessoa em Movimento,4,100
80,124.05748974960217,1,Pessoa em Movimento,4,100
81,119.60407667251935,1,Pessoa em Movimento,4,100
82,120.58985710677612,1,Pessoa em Movimento,4,100
83,119.39383791878417,1,Pessoa em Movimento,4,100
84,124.26369365564007,1,Pessoa em Movimento,4,100
85,119.67967629063124,1,Pessoa em Movimento,4,100
86,116.51928571383306,1,Pessoa em Movimento,4,100
87,114.19863444462622,1,Pessoa em Movimento,4,100
88,112.23141711434442,1,Pessoa em Movimento,4,100
89,115.18583145562651,1,Pessoa em Movimento,4,100
90,112.60079712235596,1,Pessoa em Movimento,4,100
91,110.60358562276171,1,Pessoa em Movimento,4,100
92,111.4895417025045,1,Pessoa em Movimento,4,100
93,109.95418589279326,1,Pessoa em Movimento,4,100
94,114.82615959919967,1,Pessoa em Movimento,4,100
95,112.54975027198594,1,Pessoa em Movimento,4,100
96,110.1051199044863,1,Pessoa em Movimento,4,100
97,112.41554789393209,1,Pessoa em Movimento,4,100
98,108.94499066047976,1,Pessoa em Movimento,4,100
99,106.4022800715605,1,Pessoa em Movimento,4,100
0,185.95886785565764,1,Pessoa em Movimento,5,100
1,186.4184666252141,1,Pessoa em Movimento,5,100
2,178.84623514776,1,Pessoa em Movimento,5,100
3,179.06685044326653,1,Pessoa em Movimento,5,100
4,181.23676979922945,1,Pessoa em Movimento,5,100
5,181.91046393959718,1,Pessoa em Movimento,5,100
6,179.65470798980283,1,Pessoa em Movimento,5,100
7,175.84736861789568,1,Pessoa em Movimento,5,100
8,179.56270682001238,1,Pessoa em Movimento,5,100
9,177.62724153837507,1,Pessoa em Movimento,5,100
10,177.04946020969177,1,Pessoa em Movimento,5,100
11,172.35223110474274,1,Pessoa em Movimento,5,100
12,177.9492941620808,1,Pessoa em Movimento,5,100
13,176.09092768645547,1,Pessoa em Movimento,5,100
14,178.83704249192283,1,Pessoa em Movimento,5,100
